module_name,transformer_layer,module_type,feature_dim,k,minimum,median,mean,maximum,q90,q95,q98,q99,q99_5,maximum_over_median,existing_topk_boundary,existing_topk_concentration,count_ge_1_2x_median,fraction_ge_1_2x_median,count_ge_1_5x_median,fraction_ge_1_5x_median,count_ge_2x_median,fraction_ge_2x_median,count_ge_3x_median,fraction_ge_3x_median,count_ge_4x_median,fraction_ge_4x_median,count_ge_8x_median,fraction_ge_8x_median,count_ge_16x_median,fraction_ge_16x_median
model.layers.36.self_attn.o_proj,36,self_attn.o_proj,5120,80,1.9454599618911743,4.083485126495361,4.136167049407959,47.88093948364258,4.597107887268066,4.781436920166016,5.002810478210449,5.246539115905762,5.496915817260742,11.725508481216448,5.083494186401367,0.024310221895575523,156,0.03046875,6,0.001171875,2,0.000390625,2,0.000390625,2,0.000390625,2,0.000390625,0,0.0
model.layers.37.mlp.down_proj,37,mlp.down_proj,5120,80,4.319140434265137,9.913389205932617,10.128499984741211,163.0806884765625,10.675373077392578,11.32058048248291,14.06214714050293,15.91739559173584,17.836626052856445,16.450548353227944,14.675796508789062,0.03210349753499031,204,0.03984375,72,0.0140625,14,0.002734375,5,0.0009765625,2,0.000390625,2,0.000390625,1,0.0001953125
model.layers.37.self_attn.o_proj,37,self_attn.o_proj,5120,80,3.3170578479766846,5.379074573516846,5.4534125328063965,96.07839965820312,5.877556324005127,6.087803840637207,6.375953674316406,6.750563621520996,7.161422252655029,17.861510998793783,6.544828414916992,0.025384612381458282,89,0.0173828125,10,0.001953125,3,0.0005859375,2,0.000390625,2,0.000390625,2,0.000390625,1,0.0001953125
model.layers.38.mlp.down_proj,38,mlp.down_proj,5120,80,11.781913757324219,15.058710098266602,16.41846466064453,945.372802734375,18.55040168762207,21.402921676635742,30.6633358001709,37.109561920166016,52.849525451660156,62.77913556774005,32.69499969482422,0.06548264622688293,597,0.1166015625,225,0.0439453125,106,0.020703125,37,0.0072265625,20,0.00390625,5,0.0009765625,2,0.000390625
model.layers.38.self_attn.o_proj,38,self_attn.o_proj,5120,80,3.5012094974517822,5.216310501098633,5.350517749786377,113.84801483154297,5.835484504699707,6.0866570472717285,6.755562782287598,7.6592793464660645,10.17956829071045,21.825390725411165,6.965606689453125,0.03272455185651779,177,0.0345703125,46,0.008984375,26,0.005078125,9,0.0017578125,3,0.0005859375,1,0.0001953125,1,0.0001953125
model.layers.39.mlp.down_proj,39,mlp.down_proj,5120,80,17.985137939453125,22.147727966308594,25.120464324951172,652.5928955078125,29.38130760192871,42.47325134277344,57.481468200683594,71.01762390136719,97.24433898925781,29.465455621477073,61.94864273071289,0.06526613235473633,709,0.1384765625,393,0.0767578125,241,0.0470703125,64,0.0125,34,0.006640625,6,0.001171875,1,0.0001953125
model.layers.39.self_attn.o_proj,39,self_attn.o_proj,5120,80,4.216450214385986,6.4210405349731445,7.694087028503418,1914.692138671875,8.808514595031738,10.823576927185059,14.188376426696777,19.58821678161621,27.939319610595703,298.19032106139525,15.85560417175293,0.13466984033584595,991,0.1935546875,374,0.073046875,143,0.0279296875,55,0.0107421875,30,0.005859375,10,0.001953125,3,0.0005859375
model.layers.4.mlp.down_proj,4,mlp.down_proj,5120,80,0.3663231432437897,0.7177666425704956,0.7236756086349487,6.997903347015381,0.7480563521385193,0.7640202641487122,0.7976343631744385,0.8332127928733826,0.8780205845832825,9.749552197012388,0.8086201548576355,0.02066165767610073,31,0.0060546875,3,0.0005859375,1,0.0001953125,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.4.self_attn.o_proj,4,self_attn.o_proj,5120,80,0.1534346044063568,0.42579588294029236,0.4439292550086975,5.28666877746582,0.5104495286941528,0.5626726150512695,0.6529337167739868,0.6989167332649231,0.770599365234375,12.415969691766955,0.6716086268424988,0.02881854772567749,509,0.0994140625,117,0.0228515625,15,0.0029296875,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.5.mlp.down_proj,5,mlp.down_proj,5120,80,0.3567737340927124,0.8399880528450012,0.846449077129364,6.1926069259643555,0.8761240243911743,0.8994057774543762,0.9358987212181091,0.9680653810501099,0.9992007613182068,7.372255956486855,0.945934534072876,0.0200429055839777,21,0.0041015625,4,0.00078125,2,0.000390625,1,0.0001953125,1,0.0001953125,0,0.0,0,0.0
model.layers.5.self_attn.o_proj,5,self_attn.o_proj,5120,80,0.14557263255119324,0.4429404139518738,0.46284207701683044,5.04463005065918,0.5435270667076111,0.6159548163414001,0.6977258920669556,0.7707526683807373,0.846620500087738,11.388958631368613,0.7205480337142944,0.02965969406068325,565,0.1103515625,144,0.028125,18,0.003515625,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.6.mlp.down_proj,6,mlp.down_proj,5120,80,0.7207008004188538,0.9859503507614136,0.9959681630134583,6.047801494598389,1.0335880517959595,1.0668628215789795,1.1317392587661743,1.1718307733535767,1.211715579032898,6.133981787143634,1.1500110626220703,0.02024756371974945,44,0.00859375,5,0.0009765625,2,0.000390625,1,0.0001953125,1,0.0001953125,0,0.0,0,0.0
model.layers.6.self_attn.o_proj,6,self_attn.o_proj,5120,80,0.182469442486763,0.5393422245979309,0.5519334673881531,5.440871238708496,0.6113448739051819,0.652335524559021,0.707290530204773,0.7707082629203796,0.8432829976081848,10.087975668444203,0.7276564836502075,0.025161143392324448,280,0.0546875,36,0.00703125,3,0.0005859375,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.7.mlp.down_proj,7,mlp.down_proj,5120,80,0.4235890805721283,1.0809848308563232,1.0805330276489258,10.0910005569458,1.1125712394714355,1.1224217414855957,1.1374629735946655,1.1517808437347412,1.174304485321045,9.335006624424153,1.1424633264541626,0.019456377252936363,14,0.002734375,5,0.0009765625,1,0.0001953125,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.7.self_attn.o_proj,7,self_attn.o_proj,5120,80,0.19968284666538239,0.72414231300354,0.7331759333610535,6.394970893859863,0.7960892915725708,0.8242425918579102,0.8683393597602844,0.9080727100372314,1.0026218891143799,8.831096842463618,0.8780099153518677,0.022414663806557655,100,0.01953125,12,0.00234375,2,0.000390625,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.8.mlp.down_proj,8,mlp.down_proj,5120,80,0.42726051807403564,1.1349221467971802,1.142031192779541,14.059267044067383,1.1794074773788452,1.198176622390747,1.228022575378418,1.256037712097168,1.3837316036224365,12.387869144807418,1.236181616783142,0.022151336073875427,27,0.0052734375,13,0.0025390625,7,0.0013671875,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.8.self_attn.o_proj,8,self_attn.o_proj,5120,80,0.2142050415277481,0.7122734189033508,0.720793604850769,7.468220233917236,0.7770136594772339,0.8017288446426392,0.8492804765701294,0.9528094530105591,1.0793696641921997,10.485046943652137,0.8685332536697388,0.024739351123571396,96,0.01875,29,0.0056640625,4,0.00078125,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
model.layers.9.mlp.down_proj,9,mlp.down_proj,5120,80,1.0175029039382935,1.6421523094177246,1.8791900873184204,168.08584594726562,2.3583881855010986,2.708066701889038,3.364588499069214,4.424580097198486,8.057968139648438,102.35703776275516,3.786144495010376,0.09344040602445602,1269,0.2478515625,419,0.0818359375,113,0.0220703125,42,0.008203125,33,0.0064453125,13,0.0025390625,6,0.001171875
model.layers.9.self_attn.o_proj,9,self_attn.o_proj,5120,80,0.33799105882644653,0.8851180076599121,0.8915233612060547,13.637374877929688,0.9578253626823425,0.9835512638092041,1.02999746799469,1.080755591392517,1.1967698335647583,15.407408684390433,1.0502973794937134,0.02336699888110161,60,0.01171875,12,0.00234375,3,0.0005859375,1,0.0001953125,1,0.0001953125,1,0.0001953125,0,0.0
